drugbank_id	name	cas	group
DB01591	Solifenacin	242478-37-1	approved,
DB01592	Iron	7439-89-6	approved,
DB01593	Zinc	7440-66-6	approved,investigational,
DB01594	Cinolazepam	75696-02-5	approved,
DB01595	Nitrazepam	146-22-5	approved,
DB01597	Cilastatin	82009-34-5	approved,investigational,
DB01598	Imipenem	64221-86-9	approved,
DB01599	Probucol	23288-49-5	approved,investigational,
DB01600	Tiaprofenic acid	33005-95-7	approved,
DB01601	Lopinavir	192725-17-0	approved,
DB01602	Bacampicillin	50972-17-3	approved,investigational,
DB01603	Meticillin	61-32-5	approved,investigational,
DB01604	Pivampicillin	33817-20-8	approved,
DB01605	Pivmecillinam	32886-97-8	approved,
DB01606	Tazobactam	89786-04-9	approved,
DB01607	Ticarcillin	34787-01-4	approved,investigational,vet_approved,
DB01608	Propericiazine	2622-26-6	approved,investigational,
DB01609	Deferasirox	201530-41-8	approved,investigational,
DB01610	Valganciclovir	175865-60-8	approved,investigational,
DB01611	Hydroxychloroquine	118-42-3	approved,
DB01612	Amyl Nitrite	8017-89-8	approved,
DB01613	Erythrityl Tetranitrate	7297-25-8	approved,investigational,
DB01614	Acepromazine	61-00-7	approved,vet_approved,
DB01615	Aceprometazine	13461-01-3	approved,
DB01616	Alverine	150-59-4	approved,investigational,
DB01618	Molindone	7416-34-4	approved,
DB01619	Phenindamine	82-88-2	approved,
DB01620	Pheniramine	86-21-5	approved,
DB01621	Pipotiazine	39860-99-6	approved,investigational,
DB01622	Thioproperazine	316-81-4	approved,
DB01623	Thiothixene	3313-26-6	approved,
DB01624	Zuclopenthixol	53772-83-1	approved,investigational,
DB01625	Isopropamide	7492-32-2	approved,vet_approved,
DB01626	Pargyline	555-57-7	approved,
DB01627	Lincomycin	154-21-2	approved,vet_approved,
DB01628	Etoricoxib	202409-33-4	approved,investigational,
DB01629	5-Fluorouridine	316-46-1	experimental,
DB01630	SC-74020		experimental,
DB01631	Methyl Nonanoate (Ester)		experimental,
DB01632	Alpha-Phosphoribosylpyrophosphoric Acid	13270-65-0	approved,experimental,investigational,
DB01633	Deoxy-2-Fluoro-B-D-Cellotrioside		experimental,investigational,
DB01634	2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine		experimental,
DB01635	2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine		experimental,
DB01636	Clorocruoro Hem		experimental,
DB01637	3,7,11,15-Tetramethyl-Hexadecan-1-Ol		experimental,investigational,
DB01638	Sorbitol	50-70-4	approved,
DB01639	N-Methyl-Pyridoxal-5'-Phosphate		experimental,
DB01640	(5r)-6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2h)-One		experimental,
DB01641	(5z)-2-[(1s,2r)-1-Amino-2-Hydroxypropyl]-5-[(4-Amino-1h-Indol-3-Yl)Methylene]-3-(2-Hydroxyethyl)-3,5-Dihydro-4h-Imidazol-4-One		experimental,
DB01642	O1-Methyl-Glucose	7000-27-3	experimental,
DB01643	Thymidine-5'-Phosphate	365-07-1	experimental,
DB01644	3,6-Dihydroxy-Xanthene-9-Propionic Acid		experimental,
DB01645	Genistein	446-72-0	investigational,
DB01646	N-Acetylmethionine	65-82-7	experimental,
DB01647	Daxalipram	189940-24-7	experimental,
DB01648	O1-Methyl-4-Deoxy-4-Thio-Beta-D-Glucose		experimental,
DB01649	7-Methyl-Gpppa		experimental,
DB01650	trans-2-hydroxycinnamic acid	614-60-8	experimental,
DB01651	Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside		experimental,
DB01652	4-Hydroxybenzoyl Coenzyme A	27718-41-8	experimental,
DB01655	L-gulonic acid 6-phosphate		experimental,
DB01656	Roflumilast	162401-32-3	approved,
DB01657	2-Amino-3-[4-Hydroxy-6-Oxo-3-(2-Phenyl-Cyclopropylimino)-Cyclohexa-1,4-Dienyl]-Propionic Acid		experimental,
DB01658	1'-Deazo-Thiamin Diphosphate		experimental,
DB01659	3-(1,10-Phenanthrol-2-Yl)-L-Alanine		experimental,
DB01661	1-(5-phospho-D-ribosyl)-ATP		experimental,
DB01662	Trans-O-Hydroxy-Alpha-Methyl Cinnamate		experimental,
DB01663	Lambda-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C9-Adamantane Ruthenium (II)		experimental,
DB01664	(S)-Des-Me-Ampa		experimental,
DB01665	ZK-800270		experimental,
DB01666	D-Myo-Inositol-Hexasulphate		experimental,
DB01667	8-azaguanine	134-58-7	experimental,
DB01668	Nanaomycin D		experimental,
DB01669	Virginiamycin M1	21411-53-0	experimental,
DB01670	Propyl Acetate	109-60-4	experimental,
DB01671	4-(Hydroxymercury)Benzoic Acid		experimental,
DB01672	2,3-Dihydroxy-Benzoic Acid	303-38-8	experimental,
DB01673	Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine		experimental,
DB01674	[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid		experimental,
DB01675	Methacrylyl-Coenzyme A	6008-91-9	experimental,
DB01676	Trinitrotoluene	118-96-7	experimental,
DB01677	Fumaric Acid	110-17-8	experimental,investigational,
DB01678	RU84687		experimental,
DB01679	Propyl Trihydrogen Diphosphate		experimental,
DB01681	Benzene Hexacarboxylic Acid	517-60-2	experimental,
DB01682	6'-Methyl-Thiamin Diphosphate		experimental,
DB01683	Chymostatin	9076-44-2	experimental,
DB01684	1-Hydroxy-1-Thio-Glycerol		experimental,
DB01685	Topiroxostat	577778-58-6	approved,investigational,
DB01686	N,N-dimethylarginine	30315-93-6	experimental,
DB01687	beta-Mannobiose		experimental,
DB01688	P-Cresol	106-44-5	experimental,
DB01689	Inhibitor Idd 384		experimental,
DB01690	Bis(Adenosine)-5'-Triphosphate		experimental,
DB01691	Indole Naphthyridinone		experimental,
DB01692	Dithioerythritol	6892-68-8	experimental,
DB01694	D-tartaric acid	147-71-7	experimental,
DB01695	N-Hydroxy-4-Phosphono-Butanamide	146086-80-8	experimental,
DB01697	beta-cellotriose		experimental,
DB01698	Rutin	153-18-4	experimental,investigational,
DB01699	(4e)-4-Aminohex-4-Enoic Acid		experimental,
DB01700	AICA ribonucleotide	3031-94-5	experimental,investigational,
DB01701	1,2-Dichloro-Propane	78-87-5	experimental,
DB01702	2-(3,4-Dihydroxyphenyl)Acetic Acid	102-32-9	experimental,
DB01703	N-(2-Ferrocenylethyl)Maleimide		experimental,
DB01704	2,4-Dihydroxy-Trans Cinnamic Acid	614-86-8	experimental,
DB01705	Bis(5-Amidino-Benzimidazolyl)Methane		experimental,
DB01706	2-Bromo-6-Chloro-Purine		experimental,
DB01707	L-Alfa-Lysophosphatidylcholine, Lauroyl		experimental,
DB01708	Prasterone	53-43-0	approved,investigational,nutraceutical,
DB01709	2-phospho-D-glyceric acid		experimental,
DB01710	Porphyrin Fe(III)		experimental,
DB01711	2,3,4,5,6-Pentafluorobenzyl Alcohol	440-60-8	experimental,
DB01712	(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester		experimental,
DB01713	Udp-Alpha-D-Xylopyranose		experimental,
DB01714	N-Methyl-Lysine		experimental,
DB01715	7,8-Diamino-Nonanoic Acid		experimental,
DB01716	2-Propenyl-N-Acetyl-Neuramic Acid		experimental,
DB01717	Bis(Adenosine)-5'-Pentaphosphate		experimental,
DB01718	Cetrimonium	6899-10-1	approved,
DB01719	Thio-Maltopentaose		experimental,
DB01720	(2z)-2-(Benzoylamino)-3-[4-(2-Bromophenoxy)Phenyl]-2-Propenoic Acid		experimental,
DB01721	Analogue of Indinavir Drug		experimental,
DB01723	{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid		experimental,
DB01724	Reduced Threonine		experimental,
DB01725	2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide		experimental,
DB01726	2-Aminophenol	95-55-6	experimental,
DB01727	Isocitric Acid	320-77-4	experimental,
DB01728	3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol		experimental,
DB01729	(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol		experimental,
DB01731	(S)-Wiskostatin		experimental,
DB01732	(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3 Diazepan-2-One		experimental,
DB01733	L-Phospholactate		experimental,
DB01734	3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid		experimental,
DB01735	3-Chloroalaninate		experimental,
DB01736	[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium		experimental,
DB01737	Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester	133397-81-6	experimental,
DB01738	Phosphorylcolamine	1071-23-4	experimental,
DB01739	Allo-Isoleucine		experimental,
DB01740	2-Amino-4-Butyl-5-Propylselenazole		experimental,
DB01741	CRA_17693		experimental,
DB01742	(3r)-1-Acetyl-3-Methylpiperidine		experimental,
DB01744	Camphor	464-49-3	approved,
DB01745	N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester		experimental,
DB01746	D-Leucine	328-38-1	experimental,
DB01747	Coprogen	31418-71-0	experimental,
DB01748	N-Benzyl-4-Sulfamoyl-Benzamide		experimental,
DB01749	1,2-Dimethoxyethane	110-71-4	experimental,
DB01750	1-naphthaleneacetic acid	86-87-3	experimental,
DB01751	3,3',5,5'-Tetraiodothyroacetic Acid		experimental,
DB01752	S-adenosyl-L-homocysteine	979-92-0	experimental,
DB01753	4-Oxo-Nicotinamide-Adenine Dinucleotide Phosphate		experimental,
DB01754	3,4-Dihydroxy-1-Methylquinolin-2(1h)-One		experimental,
DB01755	N-[Isoleucinyl]-N'-[Adenosyl]-Diaminosufone		experimental,
DB01756	4-phospho-L-threonic acid		experimental,
DB01758	3-Iodo-Tyrosine	70-78-0	experimental,
DB01759	Kojic acid	501-30-4	experimental,
DB01760	2-Methoxy-3-Isopropylpyrazine	25773-40-4	experimental,
DB01761	4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine		experimental,
DB01762	Acetoacetic Acid	541-50-4	experimental,
DB01763	7-thionicotinamide-adenine-dinucleotide phosphate		experimental,
DB01764	Dalfopristin	112362-50-2	approved,
DB01765	(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid		experimental,
DB01766	Beta-(2-Naphthyl)-Alanine		experimental,
DB01767	Hemi-Babim		experimental,
DB01768	Methylumbelliferyl Sialic Acid		experimental,
DB01771	CRA_10991		experimental,
DB01772	3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione		experimental,
DB01773	4-[3-Carboxymethyl-3-(4-Phosphonooxy-Benzyl)-Ureido]-4-[(3-Cyclohexyl-Propyl)-Methyl-Carbamoyl]Butyric Acid		experimental,
DB01774	Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester		experimental,
DB01775	Dihydroxyacetone	96-26-4	experimental,
DB01776	M-Cresol	108-39-4	experimental,
DB01777	Coa-S-Trimethylene-Acetyl-Tryptamine		experimental,
DB01778	8-Amino-1,3-Dimethyl-3,7-Dihydropurine-2,6-Dione		experimental,
DB01779	Glycerol-2-Phosphate		experimental,
DB01780	Fusicoccin	20108-30-9	experimental,
DB01782	2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One		experimental,
DB01783	Pantothenic acid	79-83-4	approved,nutraceutical,vet_approved,
DB01784	4-Flourobenzenesulfonamide		experimental,
DB01785	Dimethylallyl Diphosphate	358-72-5	experimental,
DB01786	D-Alanine	338-69-2	experimental,
DB01788	4-Imino-5-Methidyl-2-Methylpyrimidine		experimental,
DB01789	1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene		experimental,
DB01790	Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate		experimental,
DB01791	Piclamilast	144035-83-6	experimental,
DB01792	Adenylyl-3'-5'-Phospho-Uridine-3'-Monophosphate		experimental,
DB01793	SB-409513		experimental,
DB01794	bis(molybdopterin)tungsten cofactor		experimental,
DB01795	Phenyl Boronic Acid		experimental,
DB01796	Quinolinic Acid	89-00-9	experimental,
DB01797	(2R)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-3-(2-oxoethyl)-2,5-dihydro-1h-imidazol-3-ium		experimental,
DB01798	Ethyl Dihydrogen Diphosphate		experimental,
DB01799	4-Hydroxy-3-Methyl Butyl Diphosphate		experimental,
DB01800	N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium		experimental,
DB01802	(4r)-7aza-7,8-Dihydrolimonene		experimental,
DB01803	2-(Trimethylammonium)Ethyl Thiol		experimental,
DB01804	2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate		experimental,
DB01805	Monoisopropylphosphorylserine		experimental,
DB01806	10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione		experimental,
DB01807	N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea		experimental,
DB01808	Thiarsahydroxy-Cysteine		experimental,
DB01809	1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine		experimental,
DB01810	[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester		experimental,
DB01811	3h-Indole-5,6-Diol	3131-52-0	experimental,
DB01812	Adenosine-3'-5'-Diphosphate		experimental,
DB01813	Pyridoxyl-Glutamic Acid-5'-Monophosphate		experimental,
DB01814	2-Tridecanoyloxy-Pentadecanoic Acid		experimental,
DB01815	Nz-(Dicarboxymethyl)Lysine		experimental,
DB01816	Castanospermine	79831-76-8	experimental,
DB01817	Threonine-Aspartic Ester		experimental,
DB01818	O3-Sulfonylgalactose		experimental,
DB01819	Phosphoenolpyruvate	138-08-9	experimental,
DB01820	Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide		experimental,
DB01821	L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide		experimental,
DB01822	(4R,5R)-1,2-dithiane-4,5-diol	16096-98-3	experimental,
DB01823	Beta-D-Glucopyranose Spirohydantoin		experimental,
DB01824	(3s)-Tetrahydrofuran-3-Yl (1r,2s)-3-[4-((1r)-2-{[(S)-Amino(Hydroxy)Methyl]Oxy}-2,3-Dihydro-1h-Inden-1-Yl)-2-Benzyl-3-Oxopyrrolidin-2-Yl]-1-Benzyl-2-Hydroxypropylcarbamate		experimental,
DB01825	2-Amino-8-Methylquinazolin-4(3h)-One		experimental,
DB01826	N-Butyl Isocyanide	2769-64-4	experimental,
DB01827	2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide		experimental,
DB01828	Methylamine	74-89-5	experimental,
DB01829	Desulfo-Coenzyme A	5863-40-1	experimental,
DB01830	{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid		experimental,
DB01831	Tryptophanyl-5'amp		experimental,
DB01832	4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid		experimental,
DB01833	L-2-Amino-4-(Guanidinooxy)Butyric Acid		experimental,
DB01834	(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene		experimental,
DB01835	4r-Fluoro-N6-Ethanimidoyl-L-Lysine		experimental,
DB01836	[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone		experimental,
DB01837	O-acetyl-L-serine	5147-00-2	experimental,
DB01838	6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone		experimental,
DB01839	Propylene glycol	57-55-6	approved,investigational,
DB01840	2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate		experimental,
DB01841	4,6-Dideoxyglucose		experimental,
DB01842	3'-Phosphate-Adenosine-5'-Diphosphate		experimental,
DB01843	3-Amino-8,9,10-Trihydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione		experimental,
DB01844	N,N-dimethylformamide	68-12-2	experimental,
DB01846	Oxidized Coenzyme A		experimental,
DB01847	N-Carbamyl-D-Valine		experimental,
DB01849	3,4-Dihydrouracil		experimental,
DB01850	(2s,3s,8s,9s)-3-Amino-9-Methoxy-2,6,8-Trimethyl-10-Phenyldeca-4,6-Dienoic Acid		experimental,
DB01851	Tetrabutylammonium Ion	2052-49-5	experimental,
DB01852	Kaempherol	520-18-3	experimental,
DB01853	Bacteriochlorophyll A	17499-98-8	experimental,
DB01854	5-Bromonicotinamide	28733-43-9	experimental,
DB01855	5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid		experimental,
DB01856	Pimelic Acid	111-16-0	experimental,
DB01857	Phosphoaspartate		experimental,
DB01858	[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate		experimental,
DB01859	4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate		experimental,
DB01860	Cordycepin Triphosphate	73-04-1	experimental,
DB01861	Uridine diphosphate glucose	133-89-1	experimental,
DB01862	Isopropyl beta-D-thiogalactopyranoside	367-93-1	experimental,
DB01863	Inositol 1,3,4,5-Tetrakisphosphate		experimental,
DB01864	5'-Guanosine-Diphosphate-Monothiophosphate		experimental,
DB01865	3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide		experimental,
DB01866	RU79256		experimental,
DB01868	Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate		experimental,
DB01870	1,4-dithio-alpha-D-glucopyranose		experimental,
DB01871	[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester		experimental,
DB01872	2-deoxy-2-acetamido-beta-D-galactose-4-sulfate		experimental,
DB01873	Epothilone D	189453-10-9	experimental,investigational,
DB01874	Tropinone	532-24-1	experimental,
DB01875	8-Azaxanthine	1468-26-4	experimental,
DB01876	Bis(5-Amidino-2-Benzimidazolyl)Methanone		experimental,
DB01877	N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide		experimental,
DB01878	Benzophenone	119-61-9	approved,
DB01879	(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid		experimental,
DB01880	3,4-Dihydroxycinnamic Acid	331-39-5	experimental,investigational,
DB01881	2-Methylpentane-1,2,4-Triol		experimental,
DB01882	(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol		experimental,
DB01883	N-(Sulfanylacetyl)Tyrosylprolylmethioninamide		experimental,
DB01884	2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One		experimental,
DB01885	D-Galctopyranosyl-1-On	15892-28-1	experimental,
DB01887	Inhibitor BEA369		experimental,
DB01888	4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide		experimental,
DB01889	16,17-Androstene-3-Ol	7148-51-8	experimental,
DB01890	N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide	86303-23-3	experimental,
DB01891	Tl-3-093		experimental,
DB01892	Hyperforin	11079-53-1	nutraceutical,
DB01893	N6-Benzyl Adenosine-5'-Diphosphate		experimental,
DB01895	Aspartyl-Adenosine-5'-Monophosphate		experimental,
DB01896	M-Aminophenylboronic Acid		experimental,
DB01897	2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride		experimental,
DB01898	(2S,3S)-2-azanyl-3-methyl-pentanedioic acid		experimental,
DB01899	Nd1-Phosphonohistidine		experimental,
DB01901	Sucrosofate	57680-56-5	experimental,
DB01902	1-Ethyl-Pyrrolidine-2,5-Dione		experimental,
DB01903	5-Bromo-2'-Deoxyuridine-5'-Monophosphate		experimental,
